rssi_from_min,interrogator_timestamp,doppler_hz,lastseentimestamp,phase_rads,doppler,tagseencount,doppler_by_phase,id,antenna,velocity_by_doppler,absolute_timestamp,epc96,rospecid,doppler_channel,rssi_from_mean,inventoryparameterspecid,phase,velocity_by_phase,channelindex,relative_timestamp,rssi,accessspecid
1.0,946688035244287,-0.375,946688035244287,1.423534171157875,65530,1,nan,1365,1,-0.12251565477811054,2017-07-03 08:13:00,35fffffff4a246cfdff1db01,1,-344343750.0,-1.1851851851851833,1,928,nan,32,27417653,-58,0
3.0,946688035260905,0.375,946688035260905,0.8528933180644165,6,1,nan,1366,1,0.12251565477811054,2017-07-03 08:13:00,00e200600322f148a4000000,1,344343750.0,0.96000000000000085,1,556,nan,32,27434271,-46,0
0.0,946688035270967,0.75,946688035270967,0.0,12,1,nan,1367,1,0.24503130955622107,2017-07-03 08:13:00,e2801160600002073a494047,1,688687500.0,-1.318181818181813,1,0,nan,32,27444333,-70,0
0.0,946688035280765,2.5625,946688035280765,4.81056375080937,41,1,nan,1368,1,0.837190307650422,2017-07-03 08:13:00,e2801160600002073a494098,1,2353015625.0,-3.3809523809523796,1,3136,nan,32,27454131,-71,0
2.0,946688035333267,-0.0625,946688035333267,4.006757817957295,65535,1,nan,1369,1,-0.02040816326530612,2017-07-03 08:13:00,35fffffff4a246cfdff1db01,1,-57421875.0,-1.5833333333333357,1,2612,nan,33,27506633,-59,0
2.0,946688035344836,0.375,946688035344836,6.270913460876501,6,1,nan,1370,1,0.12244897959183673,2017-07-03 08:13:00,00e200600322f148a4000000,1,344531250.0,0.38888888888888573,1,4088,nan,33,27518202,-47,0
2.0,946688035365825,0.5625,946688035365825,4.000621894805752,9,1,nan,1371,1,0.1836734693877551,2017-07-03 08:13:00,35fffffff4a246cfdff1db01,1,516796875.0,-1.5833333333333357,1,2608,nan,33,27539191,-59,0
2.0,946688035375451,0.4375,946688035375451,6.234097921967246,7,1,nan,1372,1,0.14285714285714285,2017-07-03 08:13:00,00e200600322f148a4000000,1,401953125.0,0.38888888888888573,1,4064,nan,33,27548817,-47,0
2.0,946688035424643,0.0625,946688035424643,6.17273869045182,1,1,-0.09926029638965723,1373,1,0.02040816326530612,2017-07-03 08:13:00,00e200600322f148a4000000,1,57421875.0,0.38888888888888573,1,4024,-0.03241152535172481,33,27598009,-47,0
2.0,946688035434650,-0.5,946688035434650,3.9822141253511245,65528,1,nan,1374,1,-0.16326530612244897,2017-07-03 08:13:00,35fffffff4a246cfdff1db01,1,-459375000.0,-1.5833333333333357,1,2596,nan,33,27608016,-59,0
2.0,946688035458057,0.125,946688035458057,6.0991076126333095,2,1,nan,1375,1,0.04081632653061224,2017-07-03 08:13:00,00e200600322f148a4000000,1,114843750.0,0.38888888888888573,1,3976,nan,33,27631423,-47,0
1.0,946688035469914,0.0625,946688035469914,3.9515345095934116,1,1,nan,1376,1,0.02040816326530612,2017-07-03 08:13:00,35fffffff4a246cfdff1db01,1,57421875.0,-2.5833333333333357,1,2576,nan,33,27643280,-60,0
0.0,946688035483732,0.5625,946688035483732,1.227184630308513,9,1,nan,1377,1,0.1836734693877551,2017-07-03 08:13:00,e2801160600002073a496cb7,1,516796875.0,-1.3333333333333286,1,800,nan,33,27657098,-68,0
2.0,946688035506983,-0.1875,946688035506983,0.5092816215780329,65533,1,nan,1378,1,-0.061191188468860486,2017-07-03 08:13:00,e2801160600002073a4962c7,1,-172359375.0,0.066666666666662877,1,332,nan,34,27680349,-67,0
3.0,946688035551185,-0.125,946688035551185,5.356660911296659,65534,1,nan,1379,1,-0.04079412564590699,2017-07-03 08:13:00,00e200600322f148a4000000,1,-114906250.0,0.90322580645161565,1,3492,nan,34,27724551,-46,0
2.0,946688035564781,0.0625,946688035564781,5.767767762450011,1,1,nan,1380,1,0.020397062822953494,2017-07-03 08:13:00,35fffffff4a246cfdff1db01,1,57453125.0,-0.70000000000000284,1,3760,nan,34,27738147,-57,0
2.0,946688035576796,1.3125,946688035576796,0.34974761963792617,21,1,nan,1381,1,0.42833831928202337,2017-07-03 08:13:00,e2801160600002073a4962c7,1,1206515625.0,0.066666666666662877,1,228,nan,34,27750162,-67,0
2.0,946688035592054,-0.125,946688035592054,5.7616318392984684,65534,1,nan,1382,1,-0.04079412564590699,2017-07-03 08:13:00,35fffffff4a246cfdff1db01,1,-114906250.0,-0.70000000000000284,1,3756,nan,34,27765420,-57,0
3.0,946688035603645,-0.0625,946688035603645,5.246214294568893,65535,1,nan,1383,1,-0.020397062822953494,2017-07-03 08:13:00,00e200600322f148a4000000,1,-57453125.0,0.90322580645161565,1,3420,nan,34,27777011,-46,0
2.0,946688035615585,-1.125,946688035615585,0.46019423636569234,65518,1,nan,1384,1,-0.3671471308131629,2017-07-03 08:13:00,e2801160600002073a4962c7,1,-1034156250.0,0.066666666666662877,1,300,nan,34,27788951,-67,0
3.0,946688035662724,-0.0625,946688035662724,5.166447293598839,65535,1,nan,1385,1,-0.020397062822953494,2017-07-03 08:13:00,00e200600322f148a4000000,1,-57453125.0,0.90322580645161565,1,3368,nan,34,27836090,-46,0
2.0,946688035672661,0.25,946688035672661,5.737088146692298,4,1,nan,1386,1,0.08158825129181398,2017-07-03 08:13:00,35fffffff4a246cfdff1db01,1,229812500.0,-0.70000000000000284,1,3740,nan,34,27846027,-57,0
2.0,946688035684614,0.0625,946688035684614,0.4172427743048944,1,1,nan,1387,1,0.020397062822953494,2017-07-03 08:13:00,e2801160600002073a4962c7,1,57453125.0,0.066666666666662877,1,272,nan,34,27857980,-67,0
2.0,946688035714542,0.125,946688035714542,1.0246991663076084,2,1,nan,1388,1,0.04077194889915738,2017-07-03 08:13:00,00e200600322f148a4000000,1,114968750.0,0.16129032258064768,1,668,nan,35,27887908,-47,0
2.0,946688035724459,-0.75,946688035724459,2.0800779483729293,65524,1,nan,1389,1,-0.24463169339494428,2017-07-03 08:13:00,35fffffff4a246cfdff1db01,1,-689812500.0,-0.875,1,1356,nan,35,27897825,-58,0
1.0,946688035779483,-0.1875,946688035779483,2.098485717827557,65533,1,0.026621905895609425,1390,1,-0.06115792334873607,2017-07-03 08:13:00,35fffffff4a246cfdff1db01,1,-172453125.0,-1.875,1,1368,0.008683415894191712,35,27952849,-59,0
2.0,946688035789034,-0.0625,946688035789034,0.9510680884890975,65535,1,nan,1391,1,-0.02038597444957869,2017-07-03 08:13:00,00e200600322f148a4000000,1,-57484375.0,0.16129032258064768,1,620,nan,35,27962400,-47,0
3.0,946688035800866,-0.1875,946688035800866,4.565126824747668,65533,1,nan,1392,1,-0.06115792334873607,2017-07-03 08:13:00,e2801160600002073a496cb7,1,-172453125.0,1.5555555555555571,1,2976,nan,35,27974232,-66,0
2.0,946688035810901,0.0625,946688035810901,2.454369260617026,1,1,nan,1393,1,0.02038597444957869,2017-07-03 08:13:00,e2801160600002073a494047,1,57484375.0,-0.25,1,1600,nan,35,27984267,-69,0
2.0,946688035825777,0.125,946688035825777,0.8713010875190442,2,1,nan,1394,1,0.04077194889915738,2017-07-03 08:13:00,00e200600322f148a4000000,1,114968750.0,0.16129032258064768,1,568,nan,35,27999143,-47,0
3.0,946688035835599,0.5,946688035835599,4.516039439535327,8,1,nan,1395,1,0.16308779559662953,2017-07-03 08:13:00,e2801160600002073a496cb7,1,459875000.0,1.5555555555555571,1,2944,nan,35,28008965,-66,0
2.0,946688035845482,-0.625,946688035845482,5.565282298449106,65526,1,nan,1396,1,-0.2038597444957869,2017-07-03 08:13:00,e2801160600002073a494047,1,-574843750.0,-0.25,1,3628,nan,35,28018848,-69,0
1.0,946688035859369,0.0625,946688035859369,2.1537090261914402,1,1,nan,1397,1,0.02038597444957869,2017-07-03 08:13:00,35fffffff4a246cfdff1db01,1,57484375.0,-1.875,1,1404,nan,35,28032735,-59,0
2.0,946688035906360,0.0,946688035906360,0.6749515466696822,0,1,nan,1398,1,0.0,2017-07-03 08:13:00,00e200600322f148a4000000,1,0.0,0.16129032258064768,1,440,nan,35,28079726,-47,0
2.0,946688035929201,-0.125,946688035929201,3.393165502803038,65534,1,nan,1399,1,-0.040749796251018745,2017-07-03 08:13:00,e2801160600002073a494098,1,-115031250.0,1.1666666666666714,1,2212,nan,36,28102567,-66,0
3.0,946688035941000,-0.25,946688035941000,0.8406214717613314,65532,1,nan,1400,1,-0.08149959250203749,2017-07-03 08:13:00,35fffffff4a246cfdff1db01,1,-230062500.0,0.21739130434782794,1,548,nan,36,28114366,-57,0
2.0,946688035961598,-0.0625,946688035961598,5.700272607783043,65535,1,nan,1401,1,-0.020374898125509373,2017-07-03 08:13:00,00e200600322f148a4000000,1,-57515625.0,0.0,1,3716,nan,36,28134964,-47,0
3.0,946688035973419,-0.5625,946688035973419,0.8099418560036186,65527,1,nan,1402,1,-0.18337408312958436,2017-07-03 08:13:00,35fffffff4a246cfdff1db01,1,-517640625.0,0.21739130434782794,1,528,nan,36,28146785,-57,0
2.0,946688035985312,-0.1875,946688035985312,3.393165502803038,65533,1,nan,1403,1,-0.061124694376528114,2017-07-03 08:13:00,e2801160600002073a494098,1,-172546875.0,1.1666666666666714,1,2212,nan,36,28158678,-66,0
1.0,946688035997271,1.25,946688035997271,4.651029748869264,20,1,nan,1404,1,0.40749796251018744,2017-07-03 08:13:00,e2801160600002073a4962c7,1,1150312500.0,-0.42105263157894512,1,3032,nan,36,28170637,-69,0
2.0,946688036040754,-0.0625,946688036040754,5.534602682691394,65535,1,nan,1405,1,-0.020374898125509373,2017-07-03 08:13:00,00e200600322f148a4000000,1,-57515625.0,0.0,1,3608,nan,36,28214120,-47,0
3.0,946688036052625,-0.5,946688036052625,0.6565437772150544,65528,1,nan,1406,1,-0.16299918500407498,2017-07-03 08:13:00,35fffffff4a246cfdff1db01,1,-460125000.0,0.21739130434782794,1,428,nan,36,28225991,-57,0
0.0,946688036062543,-2.0,946688036062543,4.743068596142402,65504,1,nan,1407,1,-0.6519967400162999,2017-07-03 08:13:00,e2801160600002073a4962c7,1,-1840500000.0,-1.4210526315789451,1,3092,nan,36,28235909,-70,0
2.0,946688036074302,-0.9375,946688036074302,0.2454369260617026,65521,1,nan,1408,1,-0.3056234718826406,2017-07-03 08:13:00,e2801160600002073a494098,1,-862734375.0,1.1666666666666714,1,160,nan,36,28247668,-66,0
2.0,946688036091092,0.0625,946688036091092,5.460971604872882,1,1,nan,1409,1,0.020374898125509373,2017-07-03 08:13:00,00e200600322f148a4000000,1,57515625.0,0.0,1,3560,nan,36,28264458,-47,0
0.0,946688036101035,1.0625,946688036101035,4.620350133111551,17,1,nan,1410,1,0.3463732681336593,2017-07-03 08:13:00,e2801160600002073a4962c7,1,977765625.0,-1.4210526315789451,1,3012,nan,36,28274401,-70,0
2.0,946688036110906,-0.0625,946688036110906,0.21475731030398976,65535,1,nan,1411,1,-0.020374898125509373,2017-07-03 08:13:00,e2801160600002073a494098,1,-57515625.0,1.1666666666666714,1,140,nan,36,28284272,-66,0
4.0,946688036122987,-0.375,946688036122987,0.705631162427395,65530,1,nan,1412,1,-0.12224938875305623,2017-07-03 08:13:00,35fffffff4a246cfdff1db01,1,-345093750.0,1.2173913043478279,1,460,nan,36,28296353,-56,0
5.0,946688036181899,0.375,946688036181899,5.4671075280244255,6,1,nan,1413,1,0.12218300298669563,2017-07-03 08:13:00,35fffffff4a246cfdff1db01,1,345281250.0,0.88888888888888573,1,3564,nan,37,28355265,-56,0
2.0,946688036191568,0.5,946688036191568,0.8651651643675016,8,1,nan,1414,1,0.1629106706489275,2017-07-03 08:13:00,00e200600322f148a4000000,1,460375000.0,-0.18518518518518334,1,564,nan,37,28364934,-47,0
5.0,946688036214680,-0.125,946688036214680,5.546874528994478,65534,1,nan,1415,1,-0.040727667662231876,2017-07-03 08:13:00,35fffffff4a246cfdff1db01,1,-115093750.0,0.88888888888888573,1,3616,nan,37,28388046,-56,0
2.0,946688036226291,0.375,946688036226291,0.8467573949128739,6,1,nan,1416,1,0.12218300298669563,2017-07-03 08:13:00,00e200600322f148a4000000,1,345281250.0,-0.18518518518518334,1,552,nan,37,28399657,-47,0
5.0,946688036276045,0.125,946688036276045,5.534602682691394,2,1,nan,1417,1,0.040727667662231876,2017-07-03 08:13:00,35fffffff4a246cfdff1db01,1,115093750.0,0.88888888888888573,1,3608,nan,37,28449411,-56,0
2.0,946688036288249,0.0625,946688036288249,0.803805932852076,1,1,nan,1418,1,0.020363833831115938,2017-07-03 08:13:00,00e200600322f148a4000000,1,57546875.0,-0.18518518518518334,1,524,nan,37,28461615,-47,0
5.0,946688036309343,-0.5,946688036309343,5.485515297479052,65528,1,nan,1419,1,-0.1629106706489275,2017-07-03 08:13:00,35fffffff4a246cfdff1db01,1,-460375000.0,0.88888888888888573,1,3576,nan,37,28482709,-56,0
2.0,946688036319639,0.0625,946688036319639,0.760854470791278,1,1,nan,1420,1,0.020363833831115938,2017-07-03 08:13:00,00e200600322f148a4000000,1,57546875.0,-0.18518518518518334,1,496,nan,37,28493005,-47,0
1.0,946688036374753,0.125,946688036374753,4.896466674930966,2,1,nan,1421,1,0.0407055630936228,2017-07-03 08:13:00,00e200600322f148a4000000,1,115156250.0,-0.625,1,3192,nan,38,28548119,-48,0
4.0,946688036386594,-0.625,946688036386594,3.730641276137879,65526,1,nan,1422,1,-0.20352781546811397,2017-07-03 08:13:00,35fffffff4a246cfdff1db01,1,-575781250.0,1.0,1,2432,nan,38,28559960,-57,0
2.0,946688036396405,0.0,946688036396405,1.576932249946439,0,1,nan,1423,1,0.0,2017-07-03 08:13:00,e2801160600002073a496cb7,1,0.0,0.0,1,1028,nan,38,28569771,-65,0
3.0,946688036419543,0.25,946688036419543,1.5707963267948966,4,1,-0.02110300155588203,1424,1,0.0814111261872456,2017-07-03 08:13:00,e2801160600002073a496cb7,1,230312500.0,1.0,1,1024,-0.006872076490382208,38,28592909,-64,0
1.0,946688036429160,0.0,946688036429160,1.6751070203711202,0,1,nan,1425,1,0.0,2017-07-03 08:13:00,00e200600322f148a4000000,1,0.0,-0.625,1,1092,nan,38,28602526,-48,0
4.0,946688036440984,0.1875,946688036440984,3.6140587362585705,3,1,nan,1426,1,0.06105834464043419,2017-07-03 08:13:00,35fffffff4a246cfdff1db01,1,172734375.0,1.0,1,2356,nan,38,28614350,-57,0
3.0,946688036484566,0.0,946688036484566,1.6444274046134073,0,1,nan,1427,1,0.0,2017-07-03 08:13:00,e2801160600002073a496cb7,1,0.0,1.0,1,1072,nan,38,28657932,-64,0
4.0,946688036494558,0.375,946688036494558,3.5772431973493153,6,1,nan,1428,1,0.12211668928086838,2017-07-03 08:13:00,35fffffff4a246cfdff1db01,1,345468750.0,1.0,1,2332,nan,38,28667924,-57,0
1.0,946688036506161,0.5625,946688036506161,4.7860200582032,9,1,nan,1429,1,0.18317503392130258,2017-07-03 08:13:00,00e200600322f148a4000000,1,518203125.0,-0.625,1,3120,nan,38,28679527,-48,0
3.0,946688036528920,0.0625,946688036528920,1.662835174068035,1,1,nan,1430,1,0.0203527815468114,2017-07-03 08:13:00,e2801160600002073a496cb7,1,57578125.0,1.0,1,1084,nan,38,28702286,-64,0
1.0,946688036538564,0.125,946688036538564,1.6935147898257479,2,1,nan,1431,1,0.0407055630936228,2017-07-03 08:13:00,00e200600322f148a4000000,1,115156250.0,-0.625,1,1104,nan,38,28711930,-48,0
3.0,946688036550599,-0.0625,946688036550599,3.6140587362585705,65535,1,nan,1432,1,-0.0203527815468114,2017-07-03 08:13:00,35fffffff4a246cfdff1db01,1,-57578125.0,0.0,1,2356,nan,38,28723965,-58,0
1.0,946688036601775,0.375,946688036601775,1.6321555583103222,6,1,nan,1433,1,0.12205044751830757,2017-07-03 08:13:00,00e200600322f148a4000000,1,345656250.0,-0.74285714285714022,1,1064,nan,39,28775141,-48,0
3.0,946688036611627,0.0625,946688036611627,1.3130875544301088,1,1,nan,1434,1,0.02034174125305126,2017-07-03 08:13:00,e2801160600002073a496cb7,1,57609375.0,1.4166666666666714,1,856,nan,39,28784993,-64,0
3.0,946688036623643,-0.5,946688036623643,3.5833791205008576,65528,1,nan,1435,1,-0.16273393002441008,2017-07-03 08:13:00,35fffffff4a246cfdff1db01,1,-460875000.0,0.51612903225806406,1,2336,nan,39,28797009,-58,0
2.0,946688036640665,0.9375,946688036640665,1.368310862793992,15,1,nan,1436,1,0.3051261187957689,2017-07-03 08:13:00,e2801160600002073a496cb7,1,864140625.0,0.4166666666666714,1,892,nan,39,28814031,-65,0
1.0,946688036651059,0.1875,946688036651059,1.6996507129772904,3,1,nan,1437,1,0.061025223759153785,2017-07-03 08:13:00,00e200600322f148a4000000,1,172828125.0,-0.74285714285714022,1,1108,nan,39,28824425,-48,0
3.0,946688036662952,-0.1875,946688036662952,3.5588354278946874,65533,1,nan,1438,1,-0.061025223759153785,2017-07-03 08:13:00,35fffffff4a246cfdff1db01,1,-172828125.0,0.51612903225806406,1,2320,nan,39,28836318,-58,0
2.0,946688036710615,0.0,946688036710615,1.4296700943094176,0,1,nan,1439,1,0.0,2017-07-03 08:13:00,e2801160600002073a496cb7,1,0.0,0.4166666666666714,1,932,nan,39,28883981,-65,0
3.0,946688036720560,0.1875,946688036720560,0.39269908169872414,3,1,nan,1440,1,0.061025223759153785,2017-07-03 08:13:00,35fffffff4a246cfdff1db01,1,172828125.0,0.51612903225806406,1,256,nan,39,28893926,-58,0
1.0,946688036731963,0.0625,946688036731963,1.7855536370988863,1,1,nan,1441,1,0.02034174125305126,2017-07-03 08:13:00,00e200600322f148a4000000,1,57609375.0,-0.74285714285714022,1,1164,nan,39,28905329,-48,0
1.0,946688036751268,0.1875,946688036751268,4.933282213840222,3,1,12.975305944055945,1442,1,0.061025223759153785,2017-07-03 08:13:00,00e200600322f148a4000000,1,172828125.0,-0.74285714285714022,1,3216,4.223045059090625,39,28924634,-48,0
2.0,946688036761064,-0.5625,946688036761064,1.423534171157875,65527,1,nan,1443,1,-0.18307567127746135,2017-07-03 08:13:00,e2801160600002073a496cb7,1,-518484375.0,0.4166666666666714,1,928,nan,39,28934430,-65,0
3.0,946688036772919,-0.0625,946688036772919,3.497476196379262,65535,1,nan,1444,1,-0.02034174125305126,2017-07-03 08:13:00,35fffffff4a246cfdff1db01,1,-57609375.0,0.51612903225806406,1,2280,nan,39,28946285,-58,0
1.0,946688036830156,0.375,946688036830156,1.2640001692177683,6,1,nan,1445,1,0.12198427758200055,2017-07-03 08:13:00,00e200600322f148a4000000,1,345843750.0,-0.78125,1,824,nan,40,29003522,-48,0
3.0,946688036840085,0.25,946688036840085,2.8654761117703775,4,1,nan,1446,1,0.08132285172133369,2017-07-03 08:13:00,35fffffff4a246cfdff1db01,1,230562500.0,0.61764705882352899,1,1868,nan,40,29013451,-58,0
1.0,946688036863546,-0.125,946688036863546,1.3008157081270237,65534,1,nan,1447,1,-0.040661425860666844,2017-07-03 08:13:00,00e200600322f148a4000000,1,-115281250.0,-0.78125,1,848,nan,40,29036912,-48,0
3.0,946688036873485,0.0625,946688036873485,2.8777479580734626,1,1,nan,1448,1,0.020330712930333422,2017-07-03 08:13:00,35fffffff4a246cfdff1db01,1,57640625.0,0.61764705882352899,1,1876,nan,40,29046851,-58,0
1.0,946688036920694,0.375,946688036920694,1.368310862793992,6,1,nan,1449,1,0.12198427758200055,2017-07-03 08:13:00,00e200600322f148a4000000,1,345843750.0,-0.78125,1,892,nan,40,29094060,-48,0
4.0,946688036930562,0.1875,946688036930562,3.000466421104314,3,1,nan,1450,1,0.060992138791000274,2017-07-03 08:13:00,35fffffff4a246cfdff1db01,1,172921875.0,1.617647058823529,1,1956,nan,40,29103928,-57,0
4.0,946688036953357,0.5625,946688036953357,6.17273869045182,9,1,11.074420103092784,1451,1,0.1829764163730008,2017-07-03 08:13:00,35fffffff4a246cfdff1db01,1,518765625.0,1.617647058823529,1,4024,3.6024136957742856,40,29126723,-57,0
1.0,946688036964922,0.4375,946688036964922,1.4787574795217582,7,1,nan,1452,1,0.14231499051233396,2017-07-03 08:13:00,00e200600322f148a4000000,1,403484375.0,-0.78125,1,964,nan,40,29138288,-48,0
4.0,946688037014416,0.1875,946688037014416,3.2827188860752723,3,1,nan,1453,1,0.060992138791000274,2017-07-03 08:13:00,35fffffff4a246cfdff1db01,1,172921875.0,1.617647058823529,1,2140,nan,40,29187782,-57,0
1.0,946688037031233,0.5,946688037031233,0.4295146206079795,8,1,nan,1454,1,0.1625575724735844,2017-07-03 08:13:00,00e200600322f148a4000000,1,461375000.0,-0.75,1,280,nan,41,29204599,-47,0
1.0,946688037057676,0.1875,946688037057676,0.521553467881118,3,1,0.27698138448738807,1455,1,0.06095908967759415,2017-07-03 08:13:00,00e200600322f148a4000000,1,173015625.0,-0.75,1,340,0.09005084296528466,41,29231042,-47,0
5.0,946688037073084,0.0625,946688037073084,5.258486140871978,1,1,nan,1456,1,0.02031969655919805,2017-07-03 08:13:00,35fffffff4a246cfdff1db01,1,57671875.0,1.6969696969696955,1,3428,nan,41,29246450,-57,0
5.0,946688037118360,-0.0625,946688037118360,5.258486140871978,65535,1,0.0,1457,1,-0.02031969655919805,2017-07-03 08:13:00,35fffffff4a246cfdff1db01,1,-57671875.0,1.6969696969696955,1,3428,0.0,41,29291726,-57,0
1.0,946688037130455,0.1875,946688037130455,0.6994952392758523,3,1,nan,1458,1,0.06095908967759415,2017-07-03 08:13:00,00e200600322f148a4000000,1,173015625.0,-0.75,1,456,nan,41,29303821,-47,0
1.0,946688037152338,0.1875,946688037152338,0.7301748550335652,3,1,0.11156634145226893,1459,1,0.06095908967759415,2017-07-03 08:13:00,00e200600322f148a4000000,1,173015625.0,-0.75,1,476,0.03627190727247974,41,29325704,-47,0
5.0,946688037162325,-0.5,946688037162325,5.21553467881118,65528,1,nan,1460,1,-0.1625575724735844,2017-07-03 08:13:00,35fffffff4a246cfdff1db01,1,-461375000.0,1.6969696969696955,1,3400,nan,41,29335691,-57,0
5.0,946688037211852,-0.5,946688037211852,5.178719139901925,65528,1,-0.05915334060209493,1461,1,-0.1625575724735844,2017-07-03 08:13:00,35fffffff4a246cfdff1db01,1,-461375000.0,1.6969696969696955,1,3376,-0.019231646903959336,41,29385218,-57,0
1.0,946688037230546,0.1875,946688037230546,5.712544454086128,3,1,nan,1462,1,0.060926076360682375,2017-07-03 08:13:00,00e200600322f148a4000000,1,173109375.0,-0.40740740740740478,1,3724,nan,42,29403912,-47,0
0.0,946688037240448,1.0625,946688037240448,4.816699673960914,17,1,nan,1463,1,0.34524776604386676,2017-07-03 08:13:00,e2801160600002073a4940f7,1,980953125.0,-0.3333333333333357,1,3140,nan,42,29413814,-64,0
1.0,946688037250309,-0.5625,946688037250309,6.17273869045182,65527,1,nan,1464,1,-0.1827782290820471,2017-07-03 08:13:00,e2801160600002073a4962c7,1,-519328125.0,0.29999999999999716,1,4024,nan,42,29423675,-68,0
0.0,946688037260346,-0.75,946688037260346,1.7241944055834606,65524,1,nan,1465,1,-0.2437043054427295,2017-07-03 08:13:00,e2801160600002073a494098,1,-692437500.0,-1.4166666666666714,1,1124,nan,42,29433712,-70,0
2.0,946688037277563,0.0,946688037277563,6.105243535784852,0,1,nan,1466,1,0.0,2017-07-03 08:13:00,e2801160600002073a4962c7,1,0.0,1.2999999999999972,1,3980,nan,42,29450929,-67,0
1.0,946688037290046,0.25,946688037290046,5.743224069843841,4,1,nan,1467,1,0.08123476848090982,2017-07-03 08:13:00,00e200600322f148a4000000,1,230812500.0,-0.40740740740740478,1,3744,nan,42,29463412,-47,0
5.0,946688037301850,-0.0625,946688037301850,0.4295146206079795,65535,1,nan,1468,1,-0.020308692120227456,2017-07-03 08:13:00,35fffffff4a246cfdff1db01,1,-57703125.0,1.3809523809523796,1,280,nan,42,29475216,-57,0
1.0,946688037362938,0.1875,946688037362938,5.853670686571607,3,1,nan,1469,1,0.060926076360682375,2017-07-03 08:13:00,00e200600322f148a4000000,1,173109375.0,-0.40740740740740478,1,3816,nan,42,29536304,-47,0
2.0,946688037376516,0.875,946688037376516,5.964117303299373,14,1,nan,1470,1,0.2843216896831844,2017-07-03 08:13:00,e2801160600002073a4962c7,1,807843750.0,1.2999999999999972,1,3888,nan,42,29549882,-67,0
5.0,946688037388384,0.5625,946688037388384,0.4724660826687775,9,1,nan,1471,1,0.1827782290820471,2017-07-03 08:13:00,35fffffff4a246cfdff1db01,1,519328125.0,1.3809523809523796,1,308,nan,42,29561750,-57,0
1.0,946688037405189,0.625,946688037405189,5.9518454569962875,10,1,nan,1472,1,0.20308692120227456,2017-07-03 08:13:00,00e200600322f148a4000000,1,577031250.0,-0.40740740740740478,1,3880,nan,42,29578555,-47,0
1.0,946688037424259,-1.25,946688037424259,5.565282298449106,65516,1,nan,1473,1,-0.4059539918809202,2017-07-03 08:13:00,e2801160600002073a4962c7,1,-1154687500.0,0.36363636363635976,1,3628,nan,43,29597625,-68,0
7.0,946688037434204,-0.375,946688037434204,5.246214294568893,65530,1,nan,1474,1,-0.12178619756427606,2017-07-03 08:13:00,35fffffff4a246cfdff1db01,1,-346406250.0,1.78125,1,3420,nan,43,29607570,-57,0
1.0,946688037487357,0.125,946688037487357,1.4051264017032472,2,1,nan,1475,1,0.04059539918809202,2017-07-03 08:13:00,00e200600322f148a4000000,1,115468750.0,-0.85185185185185475,1,916,nan,43,29660723,-47,0
7.0,946688037497287,0.0,946688037497287,5.3627968344482015,0,1,nan,1476,1,0.0,2017-07-03 08:13:00,35fffffff4a246cfdff1db01,1,0.0,1.78125,1,3496,nan,43,29670653,-57,0
1.0,946688037507208,0.8125,946688037507208,2.5402721847386216,13,1,nan,1477,1,0.2638700947225981,2017-07-03 08:13:00,e2801160600002073a4962c7,1,750546875.0,0.36363636363635976,1,1656,nan,43,29680574,-68,0
7.0,946688037529764,-0.625,946688037529764,5.405748296509,65526,1,nan,1478,1,-0.2029769959404601,2017-07-03 08:13:00,35fffffff4a246cfdff1db01,1,-577343750.0,1.78125,1,3524,nan,43,29703130,-57,0
2.0,946688037540144,0.1875,946688037540144,1.5033011721279284,3,1,nan,1479,1,0.06089309878213803,2017-07-03 08:13:00,00e200600322f148a4000000,1,173203125.0,0.14814814814814525,1,980,nan,43,29713510,-46,0
1.0,946688037550206,-1.875,946688037550206,5.749359992995383,65506,1,nan,1480,1,-0.6089309878213802,2017-07-03 08:13:00,e2801160600002073a4962c7,1,-1732031250.0,0.36363636363635976,1,3748,nan,43,29723572,-68,0
6.0,946688037601526,-0.1875,946688037601526,5.252350217720435,65533,1,nan,1481,1,-0.06089309878213803,2017-07-03 08:13:00,35fffffff4a246cfdff1db01,1,-173203125.0,0.78125,1,3424,nan,43,29774892,-58,0
1.0,946688037613006,0.0625,946688037613006,4.718524903536232,1,1,nan,1482,1,0.02029769959404601,2017-07-03 08:13:00,00e200600322f148a4000000,1,57734375.0,-0.85185185185185475,1,3076,nan,43,29786372,-47,0
4.0,946688037645826,-0.375,946688037645826,4.313553975534423,65530,1,nan,1483,1,-0.12172031376791993,2017-07-03 08:13:00,35fffffff4a246cfdff1db01,1,-346593750.0,1.06666666666667,1,2812,nan,44,29819192,-57,0
1.0,946688037656220,0.125,946688037656220,0.7915340865489908,2,1,nan,1484,1,0.040573437922639975,2017-07-03 08:13:00,00e200600322f148a4000000,1,115531250.0,-0.63333333333333286,1,516,nan,44,29829586,-47,0
3.0,946688037711398,-0.125,946688037711398,4.0987966652304335,65534,1,nan,1485,1,-0.040573437922639975,2017-07-03 08:13:00,35fffffff4a246cfdff1db01,1,-115531250.0,0.066666666666669983,1,2672,nan,44,29884764,-58,0
1.0,946688037721670,0.5,946688037721670,0.7915340865489908,8,1,nan,1486,1,0.1622937516905599,2017-07-03 08:13:00,00e200600322f148a4000000,1,462125000.0,-0.63333333333333286,1,516,nan,44,29895036,-47,0
